CHEBI_10607,n-propyl gallate
2182ff1f:1624a8063db:-7bac,Anonymized data
GENEPIO_0001532,specimen food source or product datum
GENEPIO_0001724,subject organism common name
GENEPIO_0000115,NCBI standard
2182ff1f:1624a8063db:-7b32,body product
GENEPIO_0002135,EBI ENA Webin environmental feature
GENEPIO_0002092,draft sequence repository data - submission to EBI
GENEPIO_0001275,human exposure event - contact type
GENEPIO_0001297,exposure event location
GENEPIO_0001828,EcoLexicon
GENEPIO_0001762,micromole per litre
GENEPIO_0001688,test specification
2182ff1f:1624a8063db:-7ae6,Food Specimen
GENEPIO_0002117,swabbing for specimen collection
2182ff1f:1624a8063db:-7f62,Specimen Collection Date
GENEPIO_0000150,read trimming and filtering software
GENEPIO_0001631,contig NG50
GENEPIO_0001683,draft GenEpiO patient demographic record
GENEPIO_0000146,draft WGS lab sequencing record
GENEPIO_0002030,subject provided consent
2182ff1f:1624a8063db:-7f6c,Specimen Source Health Status
GENEPIO_0001043,special diet
2182ff1f:1624a8063db:-7a88,Lab Testing Method
GENEPIO_0001663,swimming / wading
2182ff1f:1624a8063db:-7ebe,measurement sign
GENEPIO_0001027,hiking
GENEPIO_0002076,specimen extraction location - geographic feature
GENEPIO_0001486,admission date
GENEPIO_0001970,synthetic source
GENEPIO_0001226,lifespan history record
GENEPIO_0001044,water related exposure
2182ff1f:1624a8063db:-7a2b,DNA Extraction Method
GENEPIO_0001037,food related exposure
GENEPIO_0001673,date of pregnancy outcome
GENEPIO_0001630,contig length QC threshold
GENEPIO_0000091,assembly status
,
GENEPIO_0002042,antibiotic sensitive (S) (deprecated)
2182ff1f:1624a8063db:-7a50,isolation_source
2182ff1f:1624a8063db:-7c9a,Specimen Source Age - Value
GENEPIO_0001757,millimetres per day
GENEPIO_0001244,food specimen details
GENEPIO_0000032,specimen collection site land use
GENEPIO_0001091,methadone use status
GENEPIO_0001794,limited data set
GENEPIO_0000072,sequencing workflow
GENEPIO_0001850,datum status
GENEPIO_0001681,lab sequencing datum
GENEPIO_0001665,antibiotics required
GENEPIO_0001925,earth area boundary census
2182ff1f:1624a8063db:-7a40,strain OR isolate
GENEPIO_0002004,draft tuberculosis - case laboratory testing
GENEPIO_0002097,specimen extraction location - state/province/territory/region
2182ff1f:1624a8063db:-7be4,satisfactory
GENEPIO_0001775,subject age at time of specimen collection
2182ff1f:1624a8063db:-794d,Supporting Grants/Contract ID
2182ff1f:1624a8063db:-798b,Unique Subject Identifier
2182ff1f:1624a8063db:-7a79,Size of Assembled Genome
GENEPIO_0001573,agricultural project relevance
GENEPIO_0001647,original submission
GENEPIO_0001800,sequence identifier
GENEPIO_0002082,contact specification - specimen related organization
2182ff1f:1624a8063db:-7fb4,Body Product
GENEPIO_0001537,person role
GENEPIO_0001126,lifespan history item
2182ff1f:1624a8063db:-7ad8,strain
GENEPIO_0001751,Targeted Locus Loci data capture
2182ff1f:1624a8063db:-7a54,sample_name
http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000171393,Shiga Toxin 2 [Chemical/Ingredient]
GENEPIO_0002008,Mycobacterium tuberculosis lineage
GENEPIO_0002123,spoon
GENEPIO_0002069,SIR
GENEPIO_0001802,document citation identifier
GENEPIO_0001096,date last seen alive
GENEPIO_0002098,wild type (WT)
GENEPIO_0001929,SOLiD 5500
2182ff1f:1624a8063db:-7aee,Virulence
GENEPIO_0001821,SNOMEDCT
2182ff1f:1624a8063db:-7af4,Sequencing
GENEPIO_0001002,less than
GENEPIO_0001788,species of pathogen
GENEPIO_0001182,plant role
2182ff1f:1624a8063db:-794b,Grant ID
GENEPIO_0001566,contig N99 length QC threshold
GENEPIO_0001774,contig L99
GENEPIO_0001667,outcome of pregnancy associated with illness
GENEPIO_0000019,intersex (deprecated)
GENEPIO_0001748,transcriptome data from specimen
GENEPIO_0002094,specimen extraction device
GENEPIO_0001040,vegetarian
GENEPIO_0001936,454 Genome Sequencer FLX Titanium
GENEPIO_0000086,number of expected base pairs per genome
GENEPIO_0001550,resolving health trend
2182ff1f:1624a8063db:-7a92,Lab Testing Platform
GENEPIO_0001084,incarceration status
GENEPIO_0002057,Siemens
GENEPIO_0002036,phenotypic antimicrobial drug susceptibility test datum
GENEPIO_0001780,PFGE Blnl pattern
GENEPIO_0001488,exposure event start
GENEPIO_0001987,MeDIP-Seq strategy
GENEPIO_0000073,sequencing application
GENEPIO_0001245,patient sample
GENEPIO_0000045,PFGE test
GENEPIO_0000135,isolate sequence filename
GENEPIO_0000053,16S rRNA sequencing
GENEPIO_0001576,evolution modelling relevance
GENEPIO_0001746,user interface hidden
GENEPIO_0002102,antimicrobial resistance tissue specificity
GENEPIO_0001847,comfortable health status
GENEPIO_0002007,draft tuberculosis - case model
GENEPIO_0001682,host illness associated with
GENEPIO_0001236,specimen record
GENEPIO_0001591,whole genomic data capture
GENEPIO_0001706,NCBI BioSample collection code
GENEPIO_0001849,discharged from hospital
2182ff1f:1624a8063db:-7955,Study Identifier
GENEPIO_0001954,MSLL method
2182ff1f:1624a8063db:-797a,Description*
2182ff1f:1624a8063db:-7d0f,latitude
GENEPIO_0001107,phenotype or genotype project
GENEPIO_0002114,feces collection
GENEPIO_0001764,quality control record
2182ff1f:1624a8063db:-7ab2,Sequencing Replicates
GENEPIO_0002013,TB lineage 5 - West African 1
2182ff1f:1624a8063db:-7b07,Organization Name
GENEPIO_0002060,E-Test
GENEPIO_0001057,pet food (raw)
2182ff1f:1624a8063db:-79ca,Sequence Data Filtering Method
2182ff1f:1624a8063db:-7dd4,Pathogen.cl
GENEPIO_0001967,metagenomic source
GENEPIO_0001669,stable health status
http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000171391,Shiga Toxin 1 [Chemical/Ingredient]
GENEPIO_0001424,lab test record
GENEPIO_0001649,food - liquid
GENEPIO_0001262,fluid - aspirate
2182ff1f:1624a8063db:-7b6f,satisfactory
GENEPIO_0001927,PacBio platform
GENEPIO_0001016,cafeteria
GENEPIO_0001810,restricted access
GENEPIO_0000026,subject health status at time of specimen extraction
GENEPIO_0001944,CF-M method
GENEPIO_0000141,Region (England) (entry subject to GAZ replacement)
GENEPIO_0001578,model organism relevance
GENEPIO_0002000,draft tuberculosis - case specimen characteristics
GENEPIO_0001660,neuter
GENEPIO_0001078,homeless status
GENEPIO_0000046,PFGE primary test
GENEPIO_0001758,millisiemens
GENEPIO_0000107,HIPPA PHI data item (deprecated)
GENEPIO_0002053,Vitek
GENEPIO_0000133,draft pathogenic epi case isolate detail record
GENEPIO_0001962,cDNA method
NCRO_0000230,antibiotic treatment
GENEPIO_0001795,de-identified data
GENEPIO_0001701,serotype 4e
GENEPIO_0001625,subject disease stage
GENEPIO_0001715,Kpnl
GENEPIO_0001603,array project method
GENEPIO_0001187,antimicrobial resistance test drug
GENEPIO_0000095,genome annotation algorithm
GENEPIO_0001009,restaurant
GENEPIO_0000096,genome annotation source
GENEPIO_0001006,greater than
GENEPIO_0001276,water exposure - location type
GENEPIO_0001615,host profile or identifers
GENEPIO_0001726,swab - inanimate object surface (deprecated)
GENEPIO_0001732,environmental (swab or sampling)
GENEPIO_0001274,human exposure event - location
GENEPIO_0001257,exposure group statistics record
GENEPIO_0001102,predicted exposure end
2182ff1f:1624a8063db:-7953,Project Accession
2182ff1f:1624a8063db:-7be0,Stable
GENEPIO_0002139,raw sequence data processing datum
2182ff1f:1624a8063db:-7d99,Age
2182ff1f:1624a8063db:-7933,Project Objectives
2182ff1f:1624a8063db:-7a3c,taxon OR organism
GENEPIO_0001766,2 - high quality draft
2182ff1f:1624a8063db:-7d5a,Host Disease
2182ff1f:1624a8063db:-7ae8,Submission to EBI
GENEPIO_0001809,draft GenEpiO isolate source context
GENEPIO_0001221,whirlpool
2182ff1f:1624a8063db:-7e61,MIC Unit
GENEPIO_0001627,temperature of sample
GENEPIO_0000017,American HIPPA Protected Health Information (PHI) guidelines
GENEPIO_0001564,genome size delta ratio QC threshold
GENEPIO_0001164,supply point / event
GENEPIO_0001611,draft NCBI component model
GENEPIO_0001219,jacuzzi
GENEPIO_0001640,specimen organism taxonomy (species)
2182ff1f:1624a8063db:-7b3a,Collection Date
2182ff1f:1624a8063db:-7a4c,host common name
GENEPIO_0001471,hospitalization event record
GENEPIO_0001583,multiisolate sample scope
GENEPIO_0001932,SOLiD System 2.0
2182ff1f:1624a8063db:-7a8c,Minimum Drug Concentration Tested
GENEPIO_0001113,INSDSC country qualifier controlled vocabulary
GENEPIO_0000022,culture frozen date
GENEPIO_0000070,sequencing location
2182ff1f:1624a8063db:-7a7b,Number of Contigs
2182ff1f:1624a8063db:-7e45,Antibiotic_name
http://semanticscience.org/resource/SIO_001027,medical health record (history / timeline)
GENEPIO_0001934,2D entity
GENEPIO_0001208,mother
GENEPIO_0000004,term as in existing standard
2182ff1f:1624a8063db:-7ac0,Sequence Annotation Method
GENEPIO_0001694,serotype 1/2
http://snomed.info/sct/608774005,Shiga toxin 1
GENEPIO_0001432,awaiting ontology review/placement
GENEPIO_0000120,travel history item
2182ff1f:1624a8063db:-7963,project name
GENEPIO_0000068,RiboPrinter DUP similarity
GENEPIO_0002080,drug minimum inhibitory concentration unit
GENEPIO_0001079,serovar
GENEPIO_0001070,visiting relative/friends
GENEPIO_0001742,subnational region
GENEPIO_0000013,other capture type
GENEPIO_0001567,subject organism (host) taxonomic species
GENEPIO_0001259,health state record
2182ff1f:1624a8063db:-792a,Methodology
GENEPIO_0001565,contig N50 length QC threshold
GENEPIO_0001429,strain identifier
GENEPIO_0001561,assembly genome size
GENEPIO_0002072,last resort antibiotic
2182ff1f:1624a8063db:-7b0d,Email Address
GENEPIO_0001749,proteome data derived from specimen
GENEPIO_0002021,treated and released (not admitted to hospital)
GENEPIO_0001969,other library source
GENEPIO_0001045,municipal
2182ff1f:1624a8063db:-79f7,Resistance_phenotype
GENEPIO_0000030,specimen source environmental material (deprecated)
2182ff1f:1624a8063db:-7bd2,discharged
GENEPIO_0001286,health authority
GENEPIO_0001831,ISO3166-2
GENEPIO_0000054,Stx toxin type
GENEPIO_0002078,number of passages
GENEPIO_0000062,AccuProbe test results
,
GENEPIO_0001737,precipitation
2182ff1f:1624a8063db:-7b1b,Province/State/Territory/Region
2182ff1f:1624a8063db:-7c05,Description
GENEPIO_0002074,RefSeq accession identifier
GENEPIO_0000081,sequencing kit
GENEPIO_0002010,"TB lineage 3 - East-African Indian, includes CAS/Delhi"
GENEPIO_0001982,finishing strategy
2182ff1f:1624a8063db:-7944,Target Material
GENEPIO_0001731,clinical material (human)
GENEPIO_0001220,spa
GENEPIO_0001579,NCBI BioProject model (deprecated)
GENEPIO_0000157,assembly project
GENEPIO_0001983,FL-cDNA strategy
GENEPIO_0001087,A.I.D.S status
GENEPIO_0001940,library selection
GENEPIO_0000104,INSDC MDM standard (deprecated)
GENEPIO_0001997,colony forming unit per 100 mL
GENEPIO_0001995,library name
GENEPIO_0000130,epi contact network model - animal
GENEPIO_0001986,MRE-Seq strategy
GENEPIO_0001738,assembly and annotation project objective
GENEPIO_0001239,NCBI BioSample attribute package (deprecated)
GENEPIO_0002005,draft tuberculosis - case medication
2182ff1f:1624a8063db:-7adc,Isolation Media
2182ff1f:1624a8063db:-7b28,Collection Device
GENEPIO_0002118,exudate collection
GENEPIO_0002048,antimicrobial resistant plasmid type
GENEPIO_0001961,Restriction Digest method
GENEPIO_0000109,I2B2 Data Protection role standard
2182ff1f:1624a8063db:-7948,Sample Provider PI's Institution
GENEPIO_0001010,Canadian Integrated Public Health Information System (iPHIS) Standard
2182ff1f:1624a8063db:-7be1,fair
GENEPIO_0001250,natural environment sample
GENEPIO_0001820,NIFSTD
GENEPIO_0001722,NCBI specimen voucher
GENEPIO_0001047,bottled
GENEPIO_0000029,collection depth
GENEPIO_0000106,draft data standard
GENEPIO_0000134,specimen source substance
GENEPIO_0002043,sensitive - dose dependent (deprecated)
GENEPIO_0002001,draft tuberculosis - case subject characteristics
GENEPIO_0002003,draft tuberculosis - case clinical presentation
GENEPIO_0000023,isolate received date
2182ff1f:1624a8063db:-7a3a,collected_by
2182ff1f:1624a8063db:-7a8a,Tissue Specificity (AST Breakpoint)
GENEPIO_0001853,worsening health trend
RO_0002092,happens during
GENEPIO_0001073,draft tuberculosis - specimen contextual data standard
GENEPIO_0000003,Minimum Information about any (x) Sequence (MIxS)
GENEPIO_0000122,travel end date
GENEPIO_0001110,targeted locus (loci) project
GENEPIO_0000063,ribotyping
GENEPIO_0000117,specimen extraction location - city or region
GENEPIO_0001106,other project data type
GENEPIO_0002111,antimicrobial resistance testing reference standard version
GENEPIO_0002028,mapping (reference based)
GENEPIO_0001739,after
GENEPIO_0001693,serotype 1/2c
GENEPIO_0002070,WRG
GENEPIO_0001059,boat / cruise travel
GENEPIO_0001734,avian - domesticated
GENEPIO_0000012,other material derived from specimen
2182ff1f:1624a8063db:-7fb6,host body product
GENEPIO_0001105,metagenome assembly project
GENEPIO_0001038,infection-specific food details
GENEPIO_0001644,isolate identifier
GENEPIO_0000113,specimen category
GENEPIO_0001080,serovar salmonella
MMO_0000344,necropsy
2182ff1f:1624a8063db:-7d66,Specimen Source ID
GENEPIO_0001589,United Nations
GENEPIO_0001581,draft NCBI BioSample model - mixed clinical and environmental/food/other
GENEPIO_0001680,draft IRIDA model
GENEPIO_0001572,project relevance
GENEPIO_0001990,RNA-Seq strategy
GENEPIO_0002140,specimen strain or isolate identifier
2182ff1f:1624a8063db:-7c21,sample category
2182ff1f:1624a8063db:-7961,Project Title
GENEPIO_0001617,subject disease
GENEPIO_0002045,antimicrobial resistance testing method (deprecated)
GENEPIO_0000079,sequencing run sample identifier
2182ff1f:1624a8063db:-7f6a,Specimen Collection Location - Location
GENEPIO_0000136,cluster identifier
GENEPIO_0000097,NCBI BioSample data item (deprecated)
2182ff1f:1624a8063db:-7aaa,country
2182ff1f:1624a8063db:-7c98,host age
GENEPIO_0001785,specimen extraction location - city
GENEPIO_0001728,swab - rectal swab (deprecated)
GENEPIO_0001671,live birth
GENEPIO_0001559,outbreak identifier
GENEPIO_0002050,Microscan
TRANS_0000006,congenital
GENEPIO_0000087,number of reads passing filter
GENEPIO_0001707,draft NCBI BioSample host model
GENEPIO_0000129,epi contact network model - human
GENEPIO_0001941,5-methylcytidine antibody method
GENEPIO_0001212,subject disease outcome
GENEPIO_0001491,isolate history item
GENEPIO_0002086,draft sequence repository data - geographic location
GENEPIO_0001687,serovar salmonella specification
GENEPIO_0001490,hospitalization history item
GENEPIO_0001790,specimen datum
GENEPIO_0001815,MSH
2182ff1f:1624a8063db:-7a5e,organism
GENEPIO_0000149,library preparation kit version
GENEPIO_0001661,pooled male and female
GENEPIO_0002109,draft EBI antimicrobial susceptibility test V. 2017-08-30
GENEPIO_0001606,contact specification - person
2182ff1f:1624a8063db:-7d6a,host subject id
GENEPIO_0002119,vacuuming for specimen collection
GENEPIO_0001692,serotype 1/2b
GENEPIO_0001085,HIV status
GENEPIO_0001607,investigation datum
GENEPIO_0001843,health status history datum
2182ff1f:1624a8063db:-7af2,Isolate Passage History
GENEPIO_0001953,MNase method
GENEPIO_0001756,contact specification - phone
GENEPIO_0001001,measurement comparator
GENEPIO_0001056,pet treat
GENEPIO_0001965,library source
GENEPIO_0001229,infectious disease case datum
GENEPIO_0001777,draft tuberculosis contextual data standard
GENEPIO_0002096,read adapter trimming software
GENEPIO_0001101,predicted exposure start
GENEPIO_0001097,second line or reserve tuberculosis drug
GENEPIO_0002011,"TB lineage 4 - Euro-American, includes Haarlem, LAM3, X, T, F11, H37Rv"
GENEPIO_0001007,NCBI Antibiogram standard
GENEPIO_0001050,animal related exposure event
GENEPIO_0001092,substantial alcohol use/abuse status
GENEPIO_0001601,phenotypic observation data from specimen
GENEPIO_0000034,conductivity measurement datum
EPO_0000016,common vehicle transmission
GENEPIO_0001703,serotype 3c
2182ff1f:1624a8063db:-7a5a,geo_loc_name
GENEPIO_0000125,draft pathogenic epi case exposure record
GENEPIO_0001022,market
GENEPIO_0002124,fork
2182ff1f:1624a8063db:-7be5,Good
GENEPIO_0001658,draft GenEpiO isolate sequencing model
GENEPIO_0001840,good health status
GENEPIO_0002126,trier
2182ff1f:1624a8063db:-7aba,Sequencing Library Preparation Kit Version
GENEPIO_0000060,AccuProbe test
GENEPIO_0001465,isolate history record
2182ff1f:1624a8063db:-7ab8,DNA  Extraction  Method
GENEPIO_0001237,specimen type (host or environmental context)
GENEPIO_0001533,food specimen type
GENEPIO_0001067,business activity
GENEPIO_0001709,lab test datum
GENEPIO_0002083,draft sequence repository contextual data standard
GENEPIO_0001536,exposure group unknown health status count
2182ff1f:1624a8063db:-7925,Target Capture
FOODON_03000002,ISO_TBD
2182ff1f:1624a8063db:-793e,Sample Scope
2182ff1f:1624a8063db:-7a2e,specific_host
GENEPIO_0001951,MBD2 protein methyl-CpG binding domain method
2182ff1f:1624a8063db:-791a,Comorbidity
GENEPIO_0001704,textual test result
